Marca;Nombre;;Precio Und;Precio XM,Genero,Precio_Optimizado
"VIKTOR AND ROLF;SET VIKTOR AND ROLF FLOWERBOMB 50ML + 10ML EDP ;; $67.017 ; $66.017 ","Unisex","50106701766990"
"VIKTOR AND ROLF;SET VIKTOR AND ROLF SPICEBOMB EDT 90ML + 20ML ;; $54.412 ; $53.412 ","Unisex","90205441253990"
"VIKTOR AND ROLF;VIKTOR AND ROLD FLOWERBOMB RUBY ORCHID MUJER 30ML EDP ;; $32.571 ; $31.571 ","Mujer","303257131990"
"VIKTOR AND ROLF;VIKTOR AND ROLD GOOD FORTUNE MUJER 90ML EDP ;; $50.218 ; $49.218 ","Mujer","905021849990"
"VIKTOR AND ROLF;VIKTOR AND ROLD SPICEBOMB INFRARED HOMBRE 50ML EDT ;; $38.454 ; $37.454 ","Hombre","503845437990"
"VIKTOR AND ROLF;VIKTOR AND ROLF DARK LEATHER HOMBRE PARFUM 90ML ;; $69.546 ; $68.546 ","Hombre","906954668990"
"VIKTOR AND ROLF;VIKTOR AND ROLF FLOWERBOMB EXTREME 50 ML MUJER ;NUEVO; $63.992 ; $62.992 ","Mujer","506399263990"
"VIKTOR AND ROLF;VIKTOR AND ROLF FLOWERBOMB MUJER 30ML EDP ;; $34.252 ; $33.252 ","Mujer","303425233990"
"VIKTOR AND ROLF;VIKTOR AND ROLF GOOD FORTUNE MUJER 30ML EDP ;; $34.252 ; $33.252 ","Mujer","303425233990"
"VIKTOR AND ROLF;VIKTOR AND ROLF SPICEBOMB MAN 50ML EDT ;; $43.992 ; $42.992 ","Unisex","504399243990"
"VIKTOR AND ROLF;VIKTOR ANDA ROLF SPICEBOMB DARK LEATHER PARFUM 50ML HOMBRE ;; $41.815 ; $40.815 ","Hombre","504181540990"
"VIKTOR AND ROLF;VIKTOR ROLF SPICEBOMB POUR HOMME 90ML EDT ;NUEVO; $58.622 ; $57.622 ","Hombre","905862257990"
"VIKTOR AND ROLF;VR FLOWERBOMB EXTREME EDP INTENSE 100ML ;; $58.622 ; $57.622 ","Unisex","1005862257990"
"VOLARE;Volar� Gladiator Twilight Le Beau EDP 100 ml ;; $19.546 ; $18.546 ","Unisex","1001954618990"
"VOLARE;Volar� Gladiator Twilight Le Male EDP 100 ml ;; $19.546 ; $18.546 ","Unisex","1001954618990"
"Volar�;Volar� Gladiator Twilight Parfum EDP 100 ml ;; $19.126 ; $18.126 ","Unisex","1001912618990"
"Yves Saint Laurent;YVES SAINT LAUREN MYSLF 60 ML EDP ;; $67.857 ; $66.857 ","Unisex","606785766990"
"Yves Saint Laurent;YVES SAINT LAURENT ''Y'' EAU DE TOILETTE 100 ML ;; $70.378 ; $69.378 ","Unisex","1007037869990"
"YVES SAINT LAURENT;YVES SAINT LAURENT BLACK OPIUM ''LE PARFUM'' 90ML ;; $85.504 ; $84.504 ","Unisex","908550484990"
"YVES SAINT LAURENT;YVES SAINT LAURENT Y ''LE PARFUM'' HOMBRE 100ML ;; $87.613 ; $86.613 ","Hombre","1008761386990"
"Yves Saint Laurent;YVES SAINT LAURENT Y 100 ML EDP INTENSE ;; $76.261 ; $75.261 ","Unisex","1007626175990"
"YVES SAINT LAURENT;YVEST SAINT LAURENT LIBRE PARFUM INTENSE 90ML ;; $85.504 ; $84.504 ","Unisex","908550484990"
